"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DTLA^","Brookfield DTLA Inc.","19.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dtla^",
"INF","Brookfield Global Listed Infrastructure Income Fund","13.51","$186.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inf",
"HHY","Brookfield High Income Fund Inc.","7.48","$190.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hhy",
"BIP","Brookfield Infrastructure Partners LP","46.74","$7.58B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/bip",
"BOI","Brookfield Mortgage Opportunity Income Fund Inc.","14.92","$338.89M","2013","n/a","n/a","http://www.nasdaq.com/symbol/boi",
"BPY","Brookfield Property Partners L.P.","23.97","$6.27B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bpy",
"BEP","Brookfield Renewable Partners L.P.","30.78","$5.13B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bep",
"HTR","Brookfield Total Return Fund Inc.","22.84","$318.88M","1989","n/a","n/a","http://www.nasdaq.com/symbol/htr",
"BRO","Brown & Brown, Inc.","37.07","$5.19B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.b",
"BRT","BRT Realty Trust","7.15","$99.49M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brt",
"BC","Brunswick Corporation","49.15","$4.45B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bc",
"BT","BT Group plc","25.49","$50.78B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","72.93","$9.5B","1986","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpl",
"BKE","Buckle, Inc. (The)","25.99","$1.26B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","12.71","$3.23B","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","14.01","$221.61M","2004","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","62.2","$8.67B","2001","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bg",
"BURL","Burlington Stores, Inc.","74.62","$5.34B","2013","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/burl",
"BWXT","BWX Technologies, Inc.","35.61","$3.7B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bwxt",
"BCR","C.R. Bard, Inc.","230","$16.86B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bcr",
"GYB","CABCO Series 2004-101 Trust","22.04","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","19.5576","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfh",
"CAB","Cabela&#39;s Inc","53.95","$3.68B","2004","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/cab",
"CABO","Cable One, Inc.","534.13","$3.07B","2015","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","49.2","$3.07B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","24.38","$11.34B","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","94.85","$2.31B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/caci",
"CAE","CAE Inc","12.97","$3.49B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cae",
"CAI","CAI International, Inc.","9.02","$175.25M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/cai",
"CAA","CalAtlantic Group, Inc.","39.45","$4.67B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/caa",
"CAL","Caleres, Inc.","26.19","$1.14B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/cal",
"CCC","Calgon Carbon Corporation","13.87","$701.66M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ccc",
"CRC","California Resources Corporation","11.53","$44.87M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","33.47","$1.61B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","7.68","$368.06M","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","10.41","$977.93M","1992","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","11.29","$1.48B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe",
"CPE^A","Callon Petroleum Company","50.18","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe^a",
"CPN","Calpine Corporation","14.76","$5.3B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CBM","Cambrex Corporation","57.58","$1.84B","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbm",
"CPT","Camden Property Trust","89.58","$7.79B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","10.35","$4.1B","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ccj",
"CPB","Campbell Soup Company","63.38","$19.56B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cpb",
"CM","Canadian Imperial Bank of Commerce","75.93","$29.97B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","63.33","$49.06B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","31.62","$34.72B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","149.16","$22.55B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cp",
"CAJ","Canon, Inc.","28.06","$61.29B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/caj",
"CMN","Cantel Medical Corp.","65.93","$2.75B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cmn",
"COF","Capital One Financial Corporation","67.03","$34.33B","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/cof",
"COF.WS","Capital One Financial Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof.ws",
"COF^C","Capital One Financial Corporation","27.3899","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cof^c",
"COF^D","Capital One Financial Corporation","28.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^d",
"COF^F","Capital One Financial Corporation","27.4299","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^f",
"COF^P","Capital One Financial Corporation","26.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^p",
"CSU","Capital Senior Living Corporation","19.6","$586.74M","1997","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/csu",
"BXMT","Capital Trust, Inc.","28.7","$2.7B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bxmt",
"CLA","Capitala Finance Corp.","25.4992","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/cla",
"CMO","Capstead Mortgage Corporation","10.06","$965.23M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","25.409","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmo^e",
"CRR","Carbo Ceramics, Inc.","12.67","$297.28M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/crr",
"CAH","Cardinal Health, Inc.","82.99","$27.04B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cah",
"CCP","Care Capital Properties, Inc.","29.93","$2.51B","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ccp",
"CRCM","Care.com, Inc.","11.46","$373.29M","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/crcm",
"CSL","Carlisle Companies Incorporated","107","$6.87B","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","57.95","$11.1B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","45.94","$35.25B","1987","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","46.99","$36.06B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/cuk",
"CRS","Carpenter Technology Corporation","38.48","$1.79B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","24.89","$413.94M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/csv",
"CRI","Carter&#39;s, Inc.","110.93","$5.63B","2003","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/cri",
"CSH","Cash America International, Inc.","43.17","$1.04B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/csh",
"CAS","Castle (A.M.) & Co.","1.57","$37.36M","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cas",
"CSLT","Castlight Health, inc.","4","$387.55M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/cslt",
"CTLT","Catalent, Inc.","24.21","$3.02B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctlt",
"CTT","CatchMark Timber Trust, Inc.","12.03","$466.43M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctt",
"CAT","Caterpillar, Inc.","79.38","$46.35B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cat",
"CATO","Cato Corporation (The)","35.86","$991.73M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cato",
"CBZ","CBIZ, Inc.","10.97","$576.91M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cbz",
"CBL","CBL & Associates Properties, Inc.","11.09","$1.89B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cbl",
"CBL^D","CBL & Associates Properties, Inc.","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^d",
"CBL^E","CBL & Associates Properties, Inc.","25.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^e",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","19.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbo",
"IGR","CBRE Clarion Global Real Estate Income Fund","8.4672","$987.2M","2004","n/a","n/a","http://www.nasdaq.com/symbol/igr",
"CBG","CBRE Group, Inc.","28.99","$9.72B","2004","Finance","Real Estate","http://www.nasdaq.com/symbol/cbg",
"CBS","CBS Corporation","55.15","$24.99B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cbs",
"CBS.A","CBS Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbs.a",
"CBX","CBX (Listing Market NYSE Networks AE","0.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbx",
"CDI","CDI Corporation","6.5","$125.2M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/cdi",
"CEB","CEB Inc.","65.21","$2.1B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ceb",
"FUN","Cedar Fair, L.P.","61.32","$3.44B","1987","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/fun",
"CDR","Cedar Realty Trust, Inc.","7.96","$679.32M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdr",
"CDR^B","Cedar Realty Trust, Inc.","26.001","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdr^b",
"CGI","Celadon Group, Inc.","8.74","$246.64M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cgi",
"CE","Celanese Corporation","70.24","$10.36B","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ce",
"CLS","Celestica, Inc.","10.85","$1.35B","1998","Technology","Electrical Products","http://www.nasdaq.com/symbol/cls",
"CEL","Cellcom Israel, Ltd.","6.77","$681.09M","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cel",
"CPAC","Cementos Pacasmayo S.A.A.","9.23","$1.01B","2012","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cpac",
"CX","Cemex S.A.B. de C.V.","6.9","$9.66B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cx",
"CNCO","Cencosud S.A.","8.36","$7.92B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cnco",
"CVE","Cenovus Energy Inc","14.16","$11.8B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cve",
"CNC","Centene Corporation","75.39","$12.85B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cnc",
"CEN","Center Coast MLP & Infrastructure Fund","11.7","$231.22M","2013","n/a","n/a","http://www.nasdaq.com/symbol/cen",
"CNP","CenterPoint Energy, Inc.","24.69","$10.63B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cnp",
"CEE","Central Europe, Russia and Turkey Fund, Inc. (The)","18.32","$147.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cee",
"CCS","Century Communities, Inc.","18.2","$384.04M","2014","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/ccs",
"CTL","CenturyLink, Inc.","30.9","$16.87B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctl",
"CVO","Cenveo Inc","8.01","$67.96M","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cvo",
"CF","CF Industries Holdings, Inc.","25.18","$5.87B","2005","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/cf",
"CGG","CGG","23.534","$130.22M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cgg",
"GIB","CGI Group, Inc.","44.62","$12.09B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/gib",
"ECOM          ","ChannelAdvisor Corporation","15.34","$390.75M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ecom",
"CRL","Charles River Laboratories International, Inc.","86.78","$4.09B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/crl",
"CLDT","Chatham Lodging Trust (REIT)","24.5","$939.55M","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cldt",
"CMCM","Cheetah Mobile Inc.","10.15","$1.45B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmcm",
"CHGG","Chegg, Inc.","5.45","$491.18M","2013","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/chgg",
"CHE","Chemed Corp.","142.85","$2.37B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/che",
"CC","Chemours Company (The)","8.84","$1.6B","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cc",
"CHMT","Chemtura Corp.","27.8","$1.78B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/chmt",
"CHMI","Cherry Hill Mortgage Investment Corporation","15.36","$115.49M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/chmi",
"CHK","Chesapeake Energy Corporation","5.39","$3.69B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/chk",
"CHK^D","Chesapeake Energy Corporation","26.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chk^d",
"CHKR","Chesapeake Granite Wash Trust","2.13","$99.58M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/chkr",
"CHSP","Chesapeake Lodging Trust","25.82","$1.55B","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/chsp",
"CHSP^A","Chesapeake Lodging Trust","26.5983","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chsp^a",
"CPK","Chesapeake Utilities Corporation","65.8","$1.01B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/cpk",
"CVX","Chevron Corporation","105.66","$199.14B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvx",
"CBI","Chicago Bridge & Iron Company N.V.","35.96","$3.79B","1997","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cbi",
"CHS","Chico&#39;s FAS, Inc.","11.57","$1.53B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/chs",
"CIM","Chimera Investment Corporation","16.33","$3.07B","2007","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cim",
"CO","China Cord Blood Corporation","5.57","$406.63M","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/co",
"STV","China Digital TV Holding Co., Ltd.","1.25","$75.22M","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/stv",
"DL","China Distance Education Holdings Limited","10.66","$367.3M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","27.98","$7.35B","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/cea",
"CHN","China Fund, Inc. (The)","15.1","$237.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","1.4375","$53.16M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/cga",
"LFC","China Life Insurance Company Limited","11.42","$64.56B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/lfc",
"CHL","China Mobile (Hong Kong) Ltd.","62.29","$255.08B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chl",
"NPD","China Nepstar Chain Drugstore Ltd","2.51","$247.74M","2007","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/npd",
"BORN","China New Borun Corporation","1.66","$42.7M","2010","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/born",
"COE","China Online Education Group","20","$400.51M","2016","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/coe",
"SNP","China Petroleum & Chemical Corporation","73.21","$88.64B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/snp",
"ZNH","China Southern Airlines Company Limited","31.05","$6.1B","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/znh",
"CHA","China Telecom Corp Ltd","49.67","$40.2B","2002","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","10.37","$24.83B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chu",
"XNY","China Xiniya Fashion Limited","1.7","$24.19M","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/xny",
"CYD","China Yuchai International Limited","11.05","$434.25M","1994","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cyd",
"ZX","China Zenix Auto International Limited","1","$51.63M","2011","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/zx",
"CMG","Chipotle Mexican Grill, Inc.","442.48","$12.92B","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","48.42","$2.74B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/chh",
"CBK","Christopher & Banks Corporation","1.88","$69.72M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cbk",
"CHT","Chunghwa Telecom Co., Ltd.","36.43","$28.26B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","100.29","$12.87B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/chd",
"CBR","Ciber, Inc.","1.36","$109.73M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cbr",
"CIEN","Ciena Corporation","20.08","$2.77B","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","146","$37.45B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ci",
"XEC","Cimarex Energy Co","118.38","$11.22B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xec",
"CBB","Cincinnati Bell Inc","4.94","$1.04B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","50.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbb^b",
"CNK","Cinemark Holdings Inc","39.27","$4.56B","2007","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","32.38","$636.38M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cinr",
"CIR","CIRCOR International, Inc.","59.18","$971.8M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cir",
"CIT","CIT Group Inc (DEL)","35.03","$7.07B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cit",
"BLW","Citigroup Inc.","15.49","$573.19M","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","44.3","$130.02B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c",
"C.WS.A","Citigroup Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c.ws.a",
"C^C","Citigroup Inc.","26.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^c",
"C^J","Citigroup Inc.","29.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","29.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c^k",
"C^L","Citigroup Inc.","27.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^l",
"C^N","Citigroup Inc.","26.27","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c^n",
"C^P","Citigroup Inc.","28.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^p",
"C^S","Citigroup Inc.","27.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^s",
"CFG","Citizens Financial Group, Inc.","21.8","$11.53B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/cfg",
"CIA","Citizens, Inc.","9.15","$458.25M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/cia",
"CIO","City Office REIT, Inc.","13.58","$288.02M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cio",
"CVEO","Civeo Corporation","1.48","$159.37M","2014","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cveo",
"CIVI","Civitas Solutions, Inc.","22.99","$853.08M","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/civi",
"CLC","CLARCOR Inc.","62.17","$3.03B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/clc",
"CWEI","Clayton Williams Energy, Inc.","31.1","$378.47M","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cwei",
"CLH","Clean Harbors, Inc.","53.61","$3.09B","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/clh",
"CCO","Clear Channel Outdoor Holdings, Inc.","6.97","$2.52B","2005","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cco",
"CBA           ","ClearBridge American Energy MLP Fund Inc.","8.93","$523.23M","2013","n/a","n/a","http://www.nasdaq.com/symbol/cba",
"CEM","ClearBridge Energy MLP Fund Inc.","16.26","$1.14B","2010","n/a","n/a","http://www.nasdaq.com/symbol/cem",
"EMO","ClearBridge Energy MLP Opportunity Fund Inc.","13.33","$415.84M","2011","n/a","n/a","http://www.nasdaq.com/symbol/emo",
"CTR","ClearBridge Energy MLP Total Return Fund Inc.","12.94","$496.9M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ctr",
"CLW","Clearwater Paper Corporation","63.17","$1.08B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/clw",
"CLF","Cliffs Natural Resources Inc.","7.15","$1.3B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/clf",
"CLX","Clorox Company (The)","135.18","$17.48B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/clx",
"CLD","Cloud Peak Energy Inc","2.56","$156.84M","2009","Energy","Coal Mining","http://www.nasdaq.com/symbol/cld",
"MYCC","ClubCorp Holdings, Inc.","15.02","$984.72M","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mycc",
"CMS","CMS Energy Corporation","45.54","$12.75B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","102.7","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms^b",
"CNA","CNA Financial Corporation","32.14","$8.69B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cna",
"CNHI","CNH Industrial N.V.","6.72","$9.15B","2013","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","18.38","$3.29B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","127.04","$1.33B","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ceo",
"CNXC","CNX Coal Resources LP","10.97","$254.75M","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnxc",
"COH","Coach, Inc.","42.93","$11.94B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/coh",
"CIE","Cobalt International Energy, Inc.","1.56","$647.51M","2009","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"KOF","Coca Cola Femsa S.A.B. de C.V.","82.61","$17.12B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","45.83","$198.27B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola European Partners plc","38.25","$8.72B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cce",
"CDE","Coeur Mining, Inc.","13.42","$2.06B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cde",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","11.81","$321.34M","2006","n/a","n/a","http://www.nasdaq.com/symbol/fof",
